mssv,HK 1,HK 1 dat,HK 1 hoc lai,HK 2,HK 2 dat,HK 2 hoc lai,HK 3,HK 3 dat,HK 3 hoc lai,HK 4,HK 4 dat,HK 4 hoc lai,HK 5,HK 5 dat,HK 5 hoc lai,HK 6,HK 6 dat,HK 6 hoc lai,HK 7,HK 7 dat,HK 7 hoc lai,HK 8,HK 8 dat,HK 8 hoc lai,xep_loai_hoc_tap
181202147,7.9,8,3,5.2,6,3,5.3,16,3,5.3,12,2,6.6,14,0,6.0,9,6,7.7,18,0,8.9,2,0,Chua xep loai
181201611,7.5,11,0,5.6,3,6,6.1,13,6,5.2,12,2,5.1,8,6,7.4,18,0,7.8,18,0,8.0,2,0,Chua xep loai
181201699,7.0,8,3,5.8,6,3,5.1,16,3,5.4,9,5,5.9,18,0,7.3,18,3,7.2,18,0,9.0,2,0,Chua xep loai
181202209,6.4,11,0,4.9,6,3,5.2,16,3,5.3,12,2,6.1,13,5,6.5,18,3,6.9,18,0,8.7,2,0,Chua xep loai
181200390,6.6,11,0,5.6,6,3,4.5,13,6,5.4,6,8,4.0,9,9,7.6,21,0,6.8,18,0,9.0,2,0,Chua xep loai
181202977,6.7,11,0,5.5,9,0,6.3,16,3,6.0,14,0,6.4,14,0,6.4,15,3,8.2,18,0,8.3,2,0,Chua xep loai
181230393,6.7,5,6,5.1,9,0,5.3,19,0,4.8,12,2,5.2,13,5,7.1,18,3,5.8,15,3,7.0,2,0,Chua xep loai
181202642,7.4,11,0,7.4,9,0,6.3,19,0,6.6,14,0,6.8,14,0,7.7,18,0,7.9,18,0,9.0,2,0,Chua xep loai
181202070,8.2,11,0,6.9,9,0,7.1,19,0,8.1,14,0,8.2,14,0,8.8,21,0,8.5,18,0,9.2,2,0,Chua xep loai
181213262,6.2,2,9,5.7,0,9,3.8,7,12,6.7,0,14,5.9,4,14,4.0,6,15,6.0,6,12,0.0,0,0,Chua xep loai
181200425,5.3,8,3,4.5,6,3,6.5,19,0,5.0,12,2,5.0,11,7,7.5,18,0,7.7,18,0,0.0,0,2,Chua xep loai
181203041,6.5,11,0,5.8,9,0,6.3,19,0,6.5,14,0,6.3,14,0,7.9,21,0,7.9,18,0,9.0,2,0,Chua xep loai
181203231,7.7,8,3,6.6,9,0,6.4,19,0,5.7,14,0,6.0,14,0,5.1,12,6,7.6,18,0,8.3,2,0,Chua xep loai
181201482,7.3,11,0,7.3,6,3,6.4,16,3,5.2,14,0,4.2,6,8,3.5,9,9,4.3,6,12,0.0,0,0,Chua xep loai
181201708,6.3,8,3,5.1,3,6,6.0,10,9,6.6,11,3,6.3,14,0,6.4,15,3,7.7,18,0,8.2,2,0,Chua xep loai
181200380,8.1,11,0,5.0,9,0,6.3,17,2,6.0,14,0,5.4,14,0,6.9,18,0,7.0,18,0,8.5,2,0,Chua xep loai
181203222,6.2,11,0,5.1,3,6,6.4,16,3,6.5,14,0,6.4,14,0,7.7,18,0,8.7,18,0,1.5,2,10,Chua xep loai
181201022,8.2,2,9,8.4,0,9,7.4,8,11,6.7,8,6,6.5,3,11,4.4,6,12,7.0,18,0,9.7,2,0,Chua xep loai
181202288,7.9,11,0,7.5,9,0,7.4,19,0,7.8,14,0,6.8,18,0,8.0,21,0,8.7,18,0,9.6,2,0,Chua xep loai
181203918,5.6,8,3,5.2,9,0,5.3,19,0,6.4,11,3,4.9,5,9,6.3,15,3,6.6,15,3,8.5,2,0,Chua xep loai
181200133,5.1,11,0,4.6,3,6,5.8,17,2,5.4,11,3,5.9,14,0,6.8,15,0,6.4,15,3,9.0,2,0,Chua xep loai
181201664,5.6,5,6,5.5,3,6,5.5,10,9,5.1,9,5,6.7,10,8,5.3,12,9,6.3,9,9,8.5,0,2,Chua xep loai
181200406,7.0,11,0,6.8,6,3,5.3,19,0,6.2,9,5,5.6,11,3,6.5,15,3,7.2,12,6,8.3,2,0,Chua xep loai
181203704,6.4,8,3,5.2,9,0,6.2,10,9,5.9,6,8,6.0,6,8,6.8,15,3,7.1,18,0,9.7,2,0,Chua xep loai
181201436,7.2,11,0,5.9,9,0,6.1,13,6,6.3,0,14,5.0,14,4,6.1,21,0,7.1,15,3,8.5,2,0,Chua xep loai
181202290,7.1,11,0,7.4,9,0,6.0,19,0,7.7,14,0,7.4,18,0,8.0,21,0,8.3,18,0,9.5,2,0,Chua xep loai
181202991,6.3,11,0,5.7,9,0,7.1,19,0,6.8,14,0,5.5,14,0,6.7,18,0,8.4,18,0,10.0,2,0,Chua xep loai
191244077,5.5,12,2,6.5,7,6,5.8,13,6,7.3,16,0,7.8,18,0,6.5,18,3,6.9,18,0,9.5,2,0,Chua xep loai
191240073,6.0,11,3,6.2,7,6,6.5,7,12,7.1,8,8,5.1,8,6,5.7,12,6,7.1,12,6,8.0,2,0,Chua xep loai
191213574,6.8,14,0,7.8,10,3,6.6,19,0,7.9,16,0,8.3,18,0,7.3,12,9,7.3,18,0,9.0,2,0,Chua xep loai
191202187,5.0,8,6,5.9,10,3,6.1,16,3,7.8,16,0,7.4,14,0,5.0,15,3,5.3,15,3,0.0,0,2,Chua xep loai
191202189,6.8,14,0,7.5,7,6,6.3,19,0,6.3,13,3,6.7,18,0,6.3,21,0,6.7,15,3,8.0,2,0,Chua xep loai
191200179,5.8,11,3,6.0,10,3,6.3,13,6,6.4,10,6,6.9,14,0,6.5,15,3,6.4,18,0,8.4,2,0,Chua xep loai
191201580,7.1,11,3,8.0,13,0,6.8,19,0,7.8,16,0,8.1,14,0,6.5,18,0,7.5,18,0,1.5,2,10,Chua xep loai
191200232,7.2,14,0,6.4,13,0,6.8,19,0,6.8,16,0,8.2,18,0,6.4,18,0,6.9,18,0,9.0,2,0,Chua xep loai
191200238,7.5,14,0,7.4,13,0,5.7,16,3,6.8,13,3,7.0,14,0,6.5,15,3,6.4,15,3,0.0,0,12,Chua xep loai
191201589,7.0,14,0,7.3,13,0,5.6,19,0,5.1,8,8,6.8,11,3,5.8,18,0,6.8,18,0,8.5,2,0,Chua xep loai
191203626,8.2,11,3,8.7,13,0,7.8,19,0,7.6,16,0,7.5,14,0,6.0,18,0,5.8,15,3,9.0,2,0,Chua xep loai
191204134,7.4,14,0,7.1,13,0,7.7,19,0,8.5,16,0,9.2,18,0,8.6,21,0,8.6,18,0,8.5,2,0,Chua xep loai
191212666,8.4,14,0,8.3,13,0,9.0,19,0,9.0,16,0,8.5,18,0,8.5,21,0,9.0,18,0,1.5,2,10,Chua xep loai
191202469,6.2,11,3,6.4,10,3,5.9,19,0,7.7,11,5,6.5,18,0,6.2,18,3,6.8,18,0,8.0,2,0,Chua xep loai
191204640,7.5,14,0,6.7,13,0,7.2,16,3,7.5,16,0,7.9,18,0,6.7,21,0,7.6,18,0,9.3,2,0,Chua xep loai
191214462,7.6,8,6,6.6,13,0,6.6,19,0,6.7,11,5,5.9,14,0,6.2,18,0,6.2,18,0,1.4,2,10,Chua xep loai
191200413,6.8,11,3,7.8,13,0,7.0,19,0,8.3,16,0,8.4,18,0,7.9,18,0,7.5,18,0,9.0,2,0,Chua xep loai
191204471,7.5,14,0,7.6,13,0,7.3,19,0,8.2,16,0,8.7,14,0,8.7,18,0,7.8,18,0,1.7,2,10,Chua xep loai
191210466,6.1,14,0,7.5,13,0,7.5,19,0,7.9,16,0,8.1,14,0,7.4,18,0,7.8,18,0,9.0,2,0,Chua xep loai
191201381,5.5,14,0,7.0,7,6,6.4,19,0,7.3,11,5,7.2,18,0,6.8,21,0,7.0,18,0,8.9,2,0,Chua xep loai
191200537,6.2,9,5,6.4,8,5,6.4,8,11,6.7,8,8,6.6,14,0,6.3,15,3,6.4,18,0,7.6,2,0,Chua xep loai
191212519,5.7,11,3,5.6,10,3,5.7,16,3,5.8,13,3,7.0,13,5,4.1,9,12,5.9,15,3,0.0,0,2,Chua xep loai
191200643,7.7,14,0,8.4,10,3,6.6,16,3,6.6,11,5,6.8,9,5,5.2,6,12,7.2,0,18,0.0,0,2,Chua xep loai
191204656,6.8,14,0,8.2,13,0,6.7,16,3,7.7,16,0,8.0,14,0,6.5,21,0,8.4,18,0,9.5,2,0,Chua xep loai
191204516,5.0,8,6,6.0,4,9,4.9,7,12,5.4,5,11,5.3,11,3,3.8,12,6,5.6,15,3,7.2,2,0,Chua xep loai
191203294,6.0,14,0,6.1,13,0,6.4,19,0,7.9,16,0,7.5,18,0,6.7,21,0,8.2,18,0,9.5,2,0,Chua xep loai
191204659,7.4,14,0,8.0,10,3,7.1,16,3,8.4,16,0,8.4,14,0,6.8,18,0,7.9,18,0,8.0,2,0,Chua xep loai
191203779,6.9,14,0,7.6,13,0,6.9,19,0,8.0,16,0,7.7,14,0,7.4,18,0,7.4,18,0,8.3,2,0,Chua xep loai
191200846,6.2,14,0,7.9,7,6,7.0,19,0,7.0,16,0,7.1,14,0,7.9,18,0,7.8,18,0,9.0,2,0,Chua xep loai
191200847,7.2,14,0,7.5,13,0,8.2,19,0,7.6,16,0,9.0,14,0,8.7,18,0,8.2,18,0,1.7,2,10,Chua xep loai
191202730,4.9,8,6,5.3,10,3,5.8,13,6,6.1,7,9,4.1,13,5,3.0,0,18,0.0,0,3,7.6,2,0,Chua xep loai
191200882,5.7,11,3,7.5,13,0,6.6,16,3,7.7,16,0,6.8,16,2,6.1,9,12,6.2,15,3,0.0,0,2,Chua xep loai
191203380,7.7,14,0,7.4,13,0,7.9,19,0,8.8,16,0,8.2,18,0,8.8,21,0,8.8,18,0,9.4,2,0,Chua xep loai
191201676,6.2,14,0,4.8,7,6,5.8,16,3,5.4,11,5,2.7,3,11,2.0,6,12,3.8,9,9,9.7,2,0,Chua xep loai
191203397,3.7,0,14,4.4,10,3,5.4,16,3,1.6,2,14,0.2,0,14,4.9,9,6,2.7,6,9,0.0,0,0,Chua xep loai
191203839,7.4,14,0,7.4,13,0,8.4,19,0,8.1,16,0,7.9,18,0,8.4,18,0,9.0,18,0,9.2,2,0,Chua xep loai
191213451,6.8,14,0,7.5,10,3,5.3,16,3,5.6,8,8,7.0,14,0,6.6,0,18,7.9,18,0,1.3,0,12,Chua xep loai
191211047,6.9,14,0,6.7,13,0,6.9,19,0,7.4,16,0,8.5,18,0,7.3,21,0,8.0,18,0,9.0,2,0,Chua xep loai
191201953,7.0,14,0,7.4,13,0,7.0,19,0,6.8,16,0,8.1,14,0,8.7,18,0,8.2,18,0,9.0,2,0,Chua xep loai
191201082,6.0,14,0,6.7,10,3,6.0,19,0,7.2,16,0,8.0,14,0,8.3,18,0,7.8,18,0,10.0,2,0,Chua xep loai
181201661,6.9,11,0,6.3,10,3,6.1,16,3,6.3,13,3,6.5,9,5,5.3,9,12,3.6,6,12,0.0,0,2,Chua xep loai
191200148,6.3,11,3,6.0,13,0,5.3,13,6,7.1,16,0,6.9,18,0,6.0,18,3,6.9,18,0,0.0,0,2,Chua xep loai
191210175,6.9,11,3,4.9,13,0,5.4,13,6,7.3,16,0,7.2,18,0,5.8,21,0,7.5,18,0,1.2,2,10,Chua xep loai
191200275,8.1,14,0,7.5,13,0,6.3,17,2,6.7,16,0,6.8,14,0,4.7,6,12,6.8,15,3,8.0,2,0,Chua xep loai
191202214,6.9,14,0,8.1,13,0,7.9,19,0,9.1,16,0,8.0,18,0,8.1,21,0,8.4,18,0,8.4,2,0,Chua xep loai
191202233,7.6,14,0,8.6,10,0,8.3,19,0,8.2,16,0,6.5,14,0,6.9,15,3,8.0,18,0,9.7,2,0,Chua xep loai
191201618,7.3,11,3,7.6,13,0,7.3,14,5,7.2,16,0,7.2,14,0,5.8,18,0,7.6,18,0,9.2,2,0,Chua xep loai
191203694,6.7,11,3,5.6,13,0,6.3,19,0,8.0,16,0,7.9,18,0,6.7,18,3,7.1,18,0,0.0,0,0,Chua xep loai
191202277,4.9,11,3,6.0,13,0,6.0,19,0,7.1,16,0,5.3,8,6,4.8,6,12,0.0,0,18,0.0,0,0,Chua xep loai
191203254,6.4,14,0,7.3,13,0,7.0,19,0,7.8,16,0,7.8,14,0,6.9,18,0,8.1,18,0,1.3,2,10,Chua xep loai
191213750,7.6,14,0,6.8,13,0,5.2,19,0,6.6,13,3,7.4,14,0,6.0,15,3,8.1,18,0,9.0,2,0,Chua xep loai
191200775,5.7,14,0,7.0,13,0,5.2,19,0,6.7,16,0,7.1,11,3,6.2,12,6,6.3,15,3,8.7,2,0,Chua xep loai
191202326,6.4,11,3,6.5,13,0,5.7,19,0,7.8,16,0,7.7,18,0,6.9,21,0,7.4,18,0,9.0,2,0,Chua xep loai
191200857,5.9,14,0,6.7,13,0,6.5,19,0,7.1,16,0,7.5,14,0,6.4,18,0,7.4,18,0,1.5,2,10,Chua xep loai
191203446,6.3,11,3,5.8,13,0,5.6,19,0,7.1,13,3,6.5,14,0,5.6,18,0,7.2,18,0,9.3,2,0,Chua xep loai
191204363,5.9,11,3,6.1,13,0,6.0,13,6,5.1,8,8,5.8,9,5,0.0,0,18,0.0,0,18,0.0,0,0,Chua xep loai
191202628,6.8,11,3,6.6,13,0,6.0,17,2,6.7,14,2,7.3,14,0,6.8,15,3,7.8,0,18,8.6,2,0,Chua xep loai
191200019,6.1,14,0,6.4,13,0,6.9,19,0,7.2,14,2,7.6,14,0,6.5,18,0,7.4,18,0,5.8,2,0,Chua xep loai
191200039,5.2,8,6,4.4,8,5,3.4,11,8,5.0,8,8,4.4,12,2,0.2,0,18,4.1,9,9,0.0,0,0,Chua xep loai
191202188,8.3,14,0,7.3,13,0,7.3,19,0,7.6,14,2,5.5,11,3,5.8,12,6,7.7,18,0,9.0,2,0,Chua xep loai
191203003,6.1,14,0,7.3,13,0,6.8,16,3,5.1,13,3,6.7,18,0,6.0,21,0,7.3,18,0,1.5,2,10,Chua xep loai
191202435,6.9,14,0,7.2,13,0,6.5,19,0,7.6,16,0,6.2,14,0,6.6,15,3,6.4,18,0,1.5,2,10,Chua xep loai
191211995,5.5,11,3,3.5,7,6,2.4,4,15,3.9,4,6,7.1,13,5,5.9,12,6,3.2,9,9,0.0,0,0,Chua xep loai
191204449,7.5,14,0,6.7,11,2,6.9,19,0,7.0,16,0,7.2,18,0,7.7,21,0,5.0,15,3,1.1,2,10,Chua xep loai
191200366,5.3,14,0,6.1,8,5,6.2,16,3,6.3,14,2,6.1,18,0,6.3,21,0,6.1,18,0,9.9,2,0,Chua xep loai
191200389,6.6,8,6,6.6,10,3,4.6,13,6,6.4,8,8,5.2,9,5,4.8,6,12,6.2,9,9,8.0,2,0,Chua xep loai
191203129,7.4,11,3,7.4,13,0,7.5,19,0,8.3,16,0,8.6,14,0,8.6,18,0,7.3,18,0,9.9,2,0,Chua xep loai
191204157,6.5,14,0,7.2,13,0,7.0,19,0,6.9,16,0,6.3,14,0,6.2,21,0,6.6,18,0,9.5,2,0,Chua xep loai
191202682,8.2,14,0,8.5,13,0,7.2,19,0,8.0,16,0,7.2,14,0,8.5,18,0,7.8,18,0,8.4,2,0,Chua xep loai
191202253,5.3,14,0,5.5,10,3,6.1,16,3,6.5,16,0,5.2,14,0,5.2,15,3,5.9,18,0,1.1,2,10,Chua xep loai
191201785,7.0,14,0,7.1,13,0,7.2,19,0,7.2,14,2,7.1,14,0,7.6,18,0,7.8,18,0,1.5,2,10,Chua xep loai
191212289,6.1,14,0,6.6,10,3,6.7,19,0,7.3,16,0,7.1,18,0,6.8,21,0,6.5,18,0,7.0,2,0,Chua xep loai
191200674,6.6,11,3,7.1,13,0,7.1,19,0,7.9,16,0,7.6,18,0,8.2,21,0,7.7,15,3,9.1,2,0,Chua xep loai
191203993,6.6,14,0,6.8,13,0,5.7,19,0,6.5,14,2,7.2,18,0,6.5,21,0,7.1,18,0,9.7,2,0,Chua xep loai
191200833,5.6,14,0,7.8,11,2,6.6,16,3,7.9,16,0,6.2,18,0,6.3,18,3,6.7,18,0,1.2,2,10,Chua xep loai
191202904,6.2,14,0,5.4,10,3,6.0,19,0,7.9,14,2,5.8,14,0,6.8,18,0,6.5,18,0,9.5,2,0,Chua xep loai
191200982,6.2,14,0,6.2,13,0,5.6,19,0,6.6,16,0,6.8,14,0,6.7,18,0,6.1,18,0,8.0,2,0,Chua xep loai
191202364,7.1,14,0,6.8,10,3,6.7,19,0,7.8,14,2,7.6,14,0,6.1,18,0,7.4,18,0,1.4,2,10,Chua xep loai
191213450,6.4,14,0,5.3,10,3,6.0,19,0,5.8,11,5,5.6,12,6,3.3,12,9,2.5,6,9,0.0,0,2,Chua xep loai
191203457,6.1,14,0,5.7,10,3,4.7,13,6,4.6,11,5,6.1,14,0,2.8,3,15,1.4,0,18,0.0,0,0,Chua xep loai
191203862,7.1,8,6,6.6,10,3,5.4,19,0,6.4,14,2,5.8,11,3,5.4,9,9,6.6,18,0,6.0,2,0,Chua xep loai
191201956,6.5,14,0,6.5,11,2,5.7,16,3,7.4,16,0,6.1,14,0,6.0,15,3,6.6,15,3,9.0,2,0,Chua xep loai
191210022,7.4,14,0,8.1,13,0,6.3,19,0,7.7,16,0,8.4,18,0,7.9,18,3,7.7,18,0,1.5,2,10,Chua xep loai
191204069,7.9,14,0,7.6,13,0,6.6,17,2,7.1,16,0,7.6,18,0,7.5,21,0,7.4,18,0,7.0,2,0,Chua xep loai
191201370,7.8,14,0,6.8,13,0,5.8,17,2,7.6,16,0,7.0,18,0,7.9,18,0,5.5,15,3,1.6,2,10,Chua xep loai
191210080,6.9,14,0,6.8,13,0,7.4,19,0,7.9,16,0,8.2,18,0,9.1,21,0,8.2,18,0,1.6,2,10,Chua xep loai
191210118,7.3,11,3,6.7,10,3,5.4,19,0,6.7,16,0,7.4,13,5,4.2,9,12,7.3,15,3,0.0,0,0,Chua xep loai
191204088,5.4,11,3,5.7,4,9,5.0,13,6,5.6,11,5,6.6,18,0,6.2,18,3,6.0,18,0,0.0,0,2,Chua xep loai
191203040,7.9,14,0,7.4,13,0,6.4,16,3,6.6,16,0,6.1,14,0,5.4,15,6,6.4,15,3,0.0,0,2,Chua xep loai
191212018,6.1,8,6,6.0,10,3,5.9,13,6,6.5,16,0,6.9,14,0,3.6,6,12,5.1,15,3,8.0,2,0,Chua xep loai
191204451,5.0,11,3,6.7,13,0,5.7,13,6,6.7,14,2,6.6,14,0,5.2,15,3,0.5,0,18,0.0,0,0,Chua xep loai
191202823,6.8,14,0,7.0,10,3,5.9,19,0,6.7,16,0,7.8,18,0,6.7,21,0,7.1,18,0,8.6,2,0,Chua xep loai
191200464,7.9,14,0,7.1,13,0,6.6,16,3,7.0,16,0,7.5,14,0,7.9,18,0,6.8,18,0,9.0,2,0,Chua xep loai
191203176,6.8,14,0,7.4,13,0,6.2,16,3,6.2,11,5,7.2,12,2,5.5,18,0,7.5,18,0,9.5,2,0,Chua xep loai
191210709,7.8,14,0,7.7,13,0,6.9,16,3,7.0,16,0,8.6,18,0,9.1,21,0,7.4,18,0,1.6,2,10,Chua xep loai
191200749,6.0,11,3,7.0,10,3,5.9,13,6,7.4,16,0,7.0,18,0,6.1,18,3,7.2,18,0,8.4,12,0,Chua xep loai
191202568,5.4,11,3,6.9,10,3,6.3,16,3,7.4,14,2,7.3,18,0,6.5,21,0,6.3,18,0,1.0,2,10,Chua xep loai
191200885,6.2,11,3,5.3,10,3,5.8,16,3,7.1,8,8,5.9,13,5,6.5,18,3,6.6,18,0,8.4,0,2,Chua xep loai
191202340,6.2,11,3,5.7,11,2,6.7,19,0,7.4,12,4,7.4,18,0,6.9,21,0,3.0,3,15,6.3,2,0,Chua xep loai
191204563,7.3,11,3,7.5,13,0,6.1,19,0,8.1,16,0,8.0,14,0,6.9,18,0,7.9,18,0,1.3,2,10,Chua xep loai
191201681,5.1,14,0,6.4,10,3,5.1,16,3,6.4,16,0,6.9,14,0,7.0,18,0,6.7,18,0,1.5,2,10,Chua xep loai
191202915,7.3,14,0,6.3,13,0,6.2,19,0,8.4,14,2,8.3,14,0,7.4,18,0,8.4,18,0,9.3,2,0,Chua xep loai
191201533,6.1,14,0,5.8,10,3,5.5,19,0,6.0,11,5,5.4,6,8,3.4,6,12,5.0,15,3,0.0,0,2,Chua xep loai
191212638,5.6,14,0,4.9,8,5,3.6,7,12,4.4,10,6,3.8,4,14,3.4,6,12,0.0,0,15,0.0,0,0,Chua xep loai
191214087,5.8,11,3,6.1,10,3,6.2,16,3,7.4,13,3,7.9,14,0,6.4,15,3,7.5,18,0,8.0,2,0,Chua xep loai
191200149,6.5,14,0,7.9,11,2,8.1,19,0,8.7,16,0,8.5,18,0,7.4,21,0,7.2,18,0,9.0,2,0,Chua xep loai
191213011,7.6,14,0,7.6,13,0,6.6,19,0,8.6,16,0,7.1,18,0,6.5,21,0,7.2,18,0,8.0,2,0,Chua xep loai
191210198,7.2,14,0,6.4,13,0,6.6,8,11,6.3,14,2,7.5,16,2,6.3,12,9,6.0,18,0,7.6,2,0,Chua xep loai
191202649,6.4,11,3,6.9,10,3,8.0,19,0,8.3,16,0,6.9,18,0,5.7,21,0,7.2,18,0,9.3,2,0,Chua xep loai
191202460,5.9,14,0,6.4,10,3,6.1,19,0,7.1,16,0,7.0,14,0,6.1,12,6,6.7,18,0,7.5,2,0,Chua xep loai
191203627,6.5,14,0,6.2,10,3,6.3,16,3,7.1,13,3,7.1,18,0,6.4,18,3,6.6,18,0,7.0,2,0,Chua xep loai
